"upplag"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/upplag-n>		<http://wordnet-rdf.princeton.edu/wn30/04726724-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/natyr%C3%AB-n>		"natyrë"@als	
"ósaga"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/%C3%B3saga-n>		<http://wordnet-rdf.princeton.edu/wn30/07223170-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/koment-n>		"koment"@als	
"skjal"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/skjal-n>		<http://wordnet-rdf.princeton.edu/wn30/06470073-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/flete-n>		"flete"@als	
"skjal"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/skjal-n>		<http://wordnet-rdf.princeton.edu/wn30/06470073-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/shkrim%20dokumenti-n>		"shkrim dokumenti"@als	
"skjal"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/skjal-n>		<http://wordnet-rdf.princeton.edu/wn30/06470073-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/dokument-n>		"dokument"@als	
"gera skiljanlegt"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/gera%20skiljanlegt-v>		<http://wordnet-rdf.princeton.edu/wn30/00939277-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/shtjelloj-v>		"shtjelloj"@als	
"gera skiljanlegt"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/gera%20skiljanlegt-v>		<http://wordnet-rdf.princeton.edu/wn30/00939277-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/shpjegoj-v>		"shpjegoj"@als	
"ýgi"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/%C3%BDgi-n>		<http://wordnet-rdf.princeton.edu/wn30/00964569-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/agresiv-n>		"agresiv"@als	
"ýgi"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/%C3%BDgi-n>		<http://wordnet-rdf.princeton.edu/wn30/00964569-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/armiq%C3%ABsor-n>		"armiqësor"@als	
"atvinnumaður"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/atvinnuma%C3%B0ur-n>		<http://wordnet-rdf.princeton.edu/wn30/10480253-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/njeri%20profesionist-n>		"njeri profesionist"@als	
"atvinnumaður"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/atvinnuma%C3%B0ur-n>		<http://wordnet-rdf.princeton.edu/wn30/10480253-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/profesionist-n>		"profesionist"@als	
"hljómleikar"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/hlj%C3%B3mleikar-n>		<http://wordnet-rdf.princeton.edu/wn30/06892775-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/koncert-n>		"koncert"@als	
"skening"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/skening-n>		<http://wordnet-rdf.princeton.edu/wn30/13265011-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/dhurat%C3%AB-n>		"dhuratë"@als	
"efniviður"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/efnivi%C3%B0ur-n>		<http://wordnet-rdf.princeton.edu/wn30/00020827-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/substanc%C3%AB-n>		"substancë"@als	
"efniviður"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/efnivi%C3%B0ur-n>		<http://wordnet-rdf.princeton.edu/wn30/00020827-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/p%C3%ABrmbajtje-n>		"përmbajtje"@als	
"efniviður"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/efnivi%C3%B0ur-n>		<http://wordnet-rdf.princeton.edu/wn30/00020827-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/l%C3%ABnd%C3%AB-n>		"lëndë"@als	
"efniviður"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/efnivi%C3%B0ur-n>		<http://wordnet-rdf.princeton.edu/wn30/00020827-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/material-n>		"material"@als	
"fet"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/fet-n>		<http://wordnet-rdf.princeton.edu/wn30/13650045-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/fut%20%28%2030%20%2C5%20cm%29-n>		"fut ( 30 ,5 cm)"@als	
"græjur"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/gr%C3%A6jur-n>		<http://wordnet-rdf.princeton.edu/wn30/03294048-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/pajisje-n>		"pajisje"@als	
"erfiðleikar"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/erfi%C3%B0leikar-n>		<http://wordnet-rdf.princeton.edu/wn30/05687338-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/hall-n>		"hall"@als	
"erfiðleikar"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/erfi%C3%B0leikar-n>		<http://wordnet-rdf.princeton.edu/wn30/05687338-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/telash-n>		"telash"@als	
"erfiðleikar"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/erfi%C3%B0leikar-n>		<http://wordnet-rdf.princeton.edu/wn30/07289014-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/telash-n>		"telash"@als	
"erfiðleikar"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/erfi%C3%B0leikar-n>		<http://wordnet-rdf.princeton.edu/wn30/04709253-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/v%C3%ABshtir%C3%ABsi-n>		"vështirësi"@als	
"feldur"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/feldur-n>		<http://wordnet-rdf.princeton.edu/wn30/05254795-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/flok-n>		"flok"@als	
"sönnun"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/s%C3%B6nnun-n>		<http://wordnet-rdf.princeton.edu/wn30/05824739-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/fakt%20bind%C3%ABs-n>		"fakt bindës"@als	
"sönnun"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/s%C3%B6nnun-n>		<http://wordnet-rdf.princeton.edu/wn30/05824739-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/prov%C3%AB-n>		"provë"@als	
"framkvæmdaráætlun"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/framkv%C3%A6mdar%C3%A1%C3%A6tlun-n>		<http://wordnet-rdf.princeton.edu/wn30/05898568-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/program-n>		"program"@als	
"framkvæmdaráætlun"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/framkv%C3%A6mdar%C3%A1%C3%A6tlun-n>		<http://wordnet-rdf.princeton.edu/wn30/05898568-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/plan-n>		"plan"@als	
"ótal"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/%C3%B3tal-n>		<http://wordnet-rdf.princeton.edu/wn30/05121418-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/num%C3%ABr-n>		"numër"@als	
"fara fram"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/fara%20fram-v>		<http://wordnet-rdf.princeton.edu/wn30/00339934-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/zhvillohet-v>		"zhvillohet"@als	
"fara fram"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/fara%20fram-v>		<http://wordnet-rdf.princeton.edu/wn30/00339934-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/ngjet-v>		"ngjet"@als	
"fara fram"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/fara%20fram-v>		<http://wordnet-rdf.princeton.edu/wn30/00339934-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/ndodh-v>		"ndodh"@als	
"fara fram"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/fara%20fram-v>		<http://wordnet-rdf.princeton.edu/wn30/00339934-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/vazhdoj-v>		"vazhdoj"@als	
"afla"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/afla-v>		<http://wordnet-rdf.princeton.edu/wn30/02327200-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/siguroj-v>		"siguroj"@als	
"afla"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/afla-v>		<http://wordnet-rdf.princeton.edu/wn30/02327200-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/furnizim-v>		"furnizim"@als	
"afla"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/afla-v>		<http://wordnet-rdf.princeton.edu/wn30/02327200-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/pajis%20me-v>		"pajis me"@als	
"skekja"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/skekja-v>		<http://wordnet-rdf.princeton.edu/wn30/01889610-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/shkund-v>		"shkund"@als	
"skekja"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/skekja-v>		<http://wordnet-rdf.princeton.edu/wn30/01889610-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/l%C3%ABkundje-v>		"lëkundje"@als	
"fréttir"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/fr%C3%A9ttir-n>		<http://wordnet-rdf.princeton.edu/wn30/06642138-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/lajme-n>		"lajme"@als	
"fréttir"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/fr%C3%A9ttir-n>		<http://wordnet-rdf.princeton.edu/wn30/06642138-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/te%20reja-n>		"te reja"@als	
"fréttir"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/fr%C3%A9ttir-n>		<http://wordnet-rdf.princeton.edu/wn30/06642138-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/fjale-n>		"fjale"@als	
"fréttir"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/fr%C3%A9ttir-n>		<http://wordnet-rdf.princeton.edu/wn30/06642138-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/inteligjenc%C3%AB-n>		"inteligjencë"@als	
"afi"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/afi-n>		<http://wordnet-rdf.princeton.edu/wn30/10142391-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/babagjysh-n>		"babagjysh"@als	
"afi"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/afi-n>		<http://wordnet-rdf.princeton.edu/wn30/10142391-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/gjysh-n>		"gjysh"@als	
"afi"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/afi-n>		<http://wordnet-rdf.princeton.edu/wn30/10142391-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/baba%20i%20madh-n>		"baba i madh"@als	
"renna niður"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/renna%20ni%C3%B0ur-v>		<http://wordnet-rdf.princeton.edu/wn30/01201856-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/g%C3%ABlltitje-v>		"gëlltitje"@als	
"renna niður"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/renna%20ni%C3%B0ur-v>		<http://wordnet-rdf.princeton.edu/wn30/01201856-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/arrij-v>		"arrij"@als	
"afkvæmi"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/afkv%C3%A6mi-n>		<http://wordnet-rdf.princeton.edu/wn30/09992837-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/bije-n>		"bije"@als	
"afkvæmi"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/afkv%C3%A6mi-n>		<http://wordnet-rdf.princeton.edu/wn30/09992837-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/vajze-n>		"vajze"@als	
"afkvæmi"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/afkv%C3%A6mi-n>		<http://wordnet-rdf.princeton.edu/wn30/09918248-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/kalama-n>		"kalama"@als	
"afkvæmi"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/afkv%C3%A6mi-n>		<http://wordnet-rdf.princeton.edu/wn30/09918248-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/f%C3%ABmij%C3%AB-n>		"fëmijë"@als	
"afkvæmi"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/afkv%C3%A6mi-n>		<http://wordnet-rdf.princeton.edu/wn30/01321579-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/filiz-n>		"filiz"@als	
"afkvæmi"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/afkv%C3%A6mi-n>		<http://wordnet-rdf.princeton.edu/wn30/01321579-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/i%20njom%C3%AB-n>		"i njomë"@als	
"saumnál"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/saumn%C3%A1l-n>		<http://wordnet-rdf.princeton.edu/wn30/03816136-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/gjilp%C3%ABr%C3%AB-n>		"gjilpërë"@als	
"líða "@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/l%C3%AD%C3%B0a%20-v>		<http://wordnet-rdf.princeton.edu/wn30/01771535-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/ndjenja-v>		"ndjenja"@als	
"líða "@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/l%C3%AD%C3%B0a%20-v>		<http://wordnet-rdf.princeton.edu/wn30/01771535-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/p%C3%ABrvoj%C3%AB-v>		"përvojë"@als	
"íbúð"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/%C3%ADb%C3%BA%C3%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/02726305-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/apartament-n>		"apartament"@als	
"íbúð"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/%C3%ADb%C3%BA%C3%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/02726305-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/sht%C3%ABpi-n>		"shtëpi"@als	
"hallast"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/hallast-v>		<http://wordnet-rdf.princeton.edu/wn30/02038357-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/k%C3%ABnd-v>		"kënd"@als	
"hallast"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/hallast-v>		<http://wordnet-rdf.princeton.edu/wn30/02038357-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/anim-v>		"anim"@als	
"hallast"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/hallast-v>		<http://wordnet-rdf.princeton.edu/wn30/02038357-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/pjerrje-v>		"pjerrje"@als	
"hallast"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/hallast-v>		<http://wordnet-rdf.princeton.edu/wn30/02038357-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/cep-v>		"cep"@als	
"hallast"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/hallast-v>		<http://wordnet-rdf.princeton.edu/wn30/02038357-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/pjerr%C3%ABsi-v>		"pjerrësi"@als	
"stjórnandi"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/stj%C3%B3rnandi-n>		<http://wordnet-rdf.princeton.edu/wn30/10676877-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/udh%C3%ABheq%C3%ABs-n>		"udhëheqës"@als	
"stjórnandi"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/stj%C3%B3rnandi-n>		<http://wordnet-rdf.princeton.edu/wn30/10676877-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/p%C3%ABrgjegj%C3%ABs-n>		"përgjegjës"@als	
"stjórnandi"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/stj%C3%B3rnandi-n>		<http://wordnet-rdf.princeton.edu/wn30/10676877-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/mbik%C3%ABqyr%C3%ABs-n>		"mbikëqyrës"@als	
"stjórnandi"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/stj%C3%B3rnandi-n>		<http://wordnet-rdf.princeton.edu/wn30/10676877-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/kontrollor-n>		"kontrollor"@als	
"stjórnandi"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/stj%C3%B3rnandi-n>		<http://wordnet-rdf.princeton.edu/wn30/09770949-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/administrator-n>		"administrator"@als	
"stjórnandi"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/stj%C3%B3rnandi-n>		<http://wordnet-rdf.princeton.edu/wn30/09770949-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/vendimares-n>		"vendimares"@als	
"stjórnandi"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/stj%C3%B3rnandi-n>		<http://wordnet-rdf.princeton.edu/wn30/10104209-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/pergjegjes-n>		"pergjegjes"@als	
"stjórnandi"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/stj%C3%B3rnandi-n>		<http://wordnet-rdf.princeton.edu/wn30/10104209-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/shef-n>		"shef"@als	
"stjórnandi"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/stj%C3%B3rnandi-n>		<http://wordnet-rdf.princeton.edu/wn30/10104209-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/kryepun%C3%ABtor-n>		"kryepunëtor"@als	
"stjórnandi"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/stj%C3%B3rnandi-n>		<http://wordnet-rdf.princeton.edu/wn30/10104209-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/kryetar-n>		"kryetar"@als	
"hafa gott álit á"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/hafa%20gott%20%C3%A1lit%20%C3%A1-v>		<http://wordnet-rdf.princeton.edu/wn30/00694068-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/vler%C3%ABsoj-v>		"vlerësoj"@als	
"hafa gott álit á"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/hafa%20gott%20%C3%A1lit%20%C3%A1-v>		<http://wordnet-rdf.princeton.edu/wn30/00694068-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/respektoj-v>		"respektoj"@als	
"hafa gott álit á"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/hafa%20gott%20%C3%A1lit%20%C3%A1-v>		<http://wordnet-rdf.princeton.edu/wn30/00694068-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/nderoj-v>		"nderoj"@als	
"hafa gott álit á"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/hafa%20gott%20%C3%A1lit%20%C3%A1-v>		<http://wordnet-rdf.princeton.edu/wn30/00694068-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/%C3%A7moj-v>		"çmoj"@als	
"lund"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/lund-n>		<http://wordnet-rdf.princeton.edu/wn30/04910135-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/metod%C3%AB-n>		"metodë"@als	
"lund"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/lund-n>		<http://wordnet-rdf.princeton.edu/wn30/04910135-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/m%C3%ABnyr%C3%AB-n>		"mënyrë"@als	
"egg"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/egg-n>		<http://wordnet-rdf.princeton.edu/wn30/07840804-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/vez%C3%AB-n>		"vezë"@als	
"egg"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/egg-n>		<http://wordnet-rdf.princeton.edu/wn30/03264136-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/an%C3%AB%20%2C%20buz%C3%AB-n>		"anë , buzë"@als	
"sáldra"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/s%C3%A1ldra-v>		<http://wordnet-rdf.princeton.edu/wn30/01500873-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/krijoj-v>		"krijoj"@als	
"sáldra"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/s%C3%A1ldra-v>		<http://wordnet-rdf.princeton.edu/wn30/01500873-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/shushurim%C3%AB-v>		"shushurimë"@als	
"sáldra"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/s%C3%A1ldra-v>		<http://wordnet-rdf.princeton.edu/wn30/01500873-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/mbjell-v>		"mbjell"@als	
"trantur"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/trantur-n>		<http://wordnet-rdf.princeton.edu/wn30/09303008-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/kod%C3%ABr-n>		"kodër"@als	
"þjóðarmál"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/%C3%BEj%C3%B3%C3%B0arm%C3%A1l-n>		<http://wordnet-rdf.princeton.edu/wn30/13840719-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/lidhje%20politike-n>		"lidhje politike"@als	
"þjóðarmál"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/%C3%BEj%C3%B3%C3%B0arm%C3%A1l-n>		<http://wordnet-rdf.princeton.edu/wn30/13840719-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/politike-n>		"politike"@als	
"yfirhöfn"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/yfirh%C3%B6fn-n>		<http://wordnet-rdf.princeton.edu/wn30/03057021-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/pallto-n>		"pallto"@als	
"hérað"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/h%C3%A9ra%C3%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/08552138-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/autoritet%20suprem-n>		"autoritet suprem"@als	
"hérað"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/h%C3%A9ra%C3%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/08552138-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/sundim-n>		"sundim"@als	
"hérað"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/h%C3%A9ra%C3%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/08552138-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/territor-n>		"territor"@als	
"hérað"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/h%C3%A9ra%C3%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/08552138-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/dioqez%C3%AB-n>		"dioqezë"@als	
"vakt"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/vakt-n>		<http://wordnet-rdf.princeton.edu/wn30/10271216-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/kqyres-n>		"kqyres"@als	
"vakt"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/vakt-n>		<http://wordnet-rdf.princeton.edu/wn30/10271216-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/roje-n>		"roje"@als	
"vakt"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/vakt-n>		<http://wordnet-rdf.princeton.edu/wn30/10271216-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/rojtar-n>		"rojtar"@als	
"vakt"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/vakt-n>		<http://wordnet-rdf.princeton.edu/wn30/10271216-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/v%C3%ABzhgim-n>		"vëzhgim"@als	
"vakt"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/vakt-n>		<http://wordnet-rdf.princeton.edu/wn30/10271216-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/v%C3%ABzhgues-n>		"vëzhgues"@als	
"vakt"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/vakt-n>		<http://wordnet-rdf.princeton.edu/wn30/10271216-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/vrojtues-n>		"vrojtues"@als	
"mörk"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/m%C3%B6rk-n>		<http://wordnet-rdf.princeton.edu/wn30/08565894-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/fund-n>		"fund"@als	
"mörk"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/m%C3%B6rk-n>		<http://wordnet-rdf.princeton.edu/wn30/09284015-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/drur%C3%AB%20pylli-n>		"drurë pylli"@als	
"mörk"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/m%C3%B6rk-n>		<http://wordnet-rdf.princeton.edu/wn30/09284015-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/zon%C3%AB%20pyjore-n>		"zonë pyjore"@als	
"mörk"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/m%C3%B6rk-n>		<http://wordnet-rdf.princeton.edu/wn30/09284015-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/pyll-n>		"pyll"@als	
"mörk"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/m%C3%B6rk-n>		<http://wordnet-rdf.princeton.edu/wn30/09284015-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/pyll%C3%ABzim-n>		"pyllëzim"@als	
"útlit"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/%C3%BAtlit-n>		<http://wordnet-rdf.princeton.edu/wn30/06195839-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/mentalitet-n>		"mentalitet"@als	
"útlit"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/%C3%BAtlit-n>		<http://wordnet-rdf.princeton.edu/wn30/04674715-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/pamje-n>		"pamje"@als	
"gangþiljur"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/gang%C3%BEiljur-n>		<http://wordnet-rdf.princeton.edu/wn30/03365592-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/shesh%20%2Cp%C3%ABrdhe-n>		"shesh ,përdhe"@als	
"gangþiljur"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/gang%C3%BEiljur-n>		<http://wordnet-rdf.princeton.edu/wn30/03365592-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/dysheme-n>		"dysheme"@als	
